age,income,loan_amount,credit_score,employment_years,num_existing_loans,loan_purpose,property_area,approved
61,88447,236391,582,22,2,home,urban,1
36,77104,486809,412,5,4,personal,rural,1
49,104335,191256,754,20,6,business,rural,1
50,134938,403049,629,21,1,education,semi_urban,1
32,100730,473646,554,8,5,personal,urban,0
55,24951,250318,698,33,1,car,semi_urban,0
31,126402,177905,807,25,0,home,rural,1
41,48333,398781,765,0,2,home,urban,1
41,41673,438396,706,4,7,education,semi_urban,0
25,134421,23402,397,21,7,car,urban,1
40,60870,178917,589,3,1,personal,urban,1
57,141945,80851,455,1,5,education,rural,0
23,147536,17834,461,15,4,business,urban,0
64,91101,72850,396,15,7,car,rural,1
53,42821,42180,676,21,4,car,semi_urban,0
29,45494,402099,749,0,1,home,semi_urban,1
29,119477,114688,416,14,6,car,urban,0
24,146083,211659,805,23,6,personal,rural,1
55,94160,373664,488,3,2,home,urban,0
37,132698,278839,775,17,5,business,semi_urban,0
54,131560,132135,622,16,0,business,urban,0
44,20835,159195,479,6,2,education,semi_urban,0
52,145126,63481,480,9,7,car,semi_urban,1
21,38646,78438,586,0,3,home,semi_urban,0
28,143777,116491,774,1,1,home,urban,1
43,97360,415789,561,21,3,home,semi_urban,0
60,57335,126844,822,31,7,car,rural,1
32,89351,362054,461,28,1,home,semi_urban,1
32,134934,61494,786,34,0,personal,urban,1
35,22429,410504,480,16,2,car,urban,1
61,61950,314122,768,11,5,home,urban,0
39,80654,470636,320,23,7,car,urban,0
46,127422,384989,574,29,6,business,urban,1
49,129934,397765,559,29,6,education,semi_urban,0
42,139975,212167,632,19,2,car,urban,1
60,88143,59672,765,6,1,personal,semi_urban,0
41,111186,66821,415,6,6,personal,rural,1
58,124234,350805,712,29,4,personal,rural,1
40,117889,74224,836,11,3,home,rural,1
49,122326,356549,556,30,5,personal,urban,0
24,97527,239745,467,17,5,car,urban,1
27,106704,59796,832,1,6,business,rural,1
48,51099,442922,314,32,7,home,urban,0
48,59385,133554,349,10,2,business,urban,1
24,55919,390921,603,33,2,business,semi_urban,0
42,116952,271167,786,15,1,home,urban,1
32,80782,250358,715,34,4,business,rural,0
23,91116,218708,604,32,7,home,rural,0
42,92590,172807,495,20,7,home,rural,0
64,109626,340103,687,19,7,car,rural,0
22,60387,44218,754,7,3,business,urban,1
44,35823,410429,609,25,4,car,semi_urban,0
54,66015,499735,426,32,5,education,urban,0
47,122877,234766,474,25,4,education,semi_urban,0
61,35339,295604,433,29,6,business,urban,0
21,149949,391723,365,30,1,personal,semi_urban,0
28,23491,331824,692,32,4,home,rural,0
43,20706,36017,664,10,7,car,urban,0
58,117493,496752,578,4,3,home,urban,0
26,35728,359182,662,1,5,education,urban,0
42,26997,429206,470,12,0,home,semi_urban,0
45,123537,24515,350,17,5,home,urban,1
38,80408,428207,627,25,7,personal,rural,0
37,78097,405850,444,24,0,car,semi_urban,1
32,149526,213106,573,13,3,education,semi_urban,1
26,58523,474668,454,4,5,car,semi_urban,0
46,141648,427593,807,1,5,home,urban,0
47,45163,300145,662,3,5,car,urban,0
28,37718,6391,624,11,5,car,rural,1
39,107508,201278,597,10,1,personal,rural,1
62,103767,114388,793,3,2,car,urban,1
21,59619,309359,845,8,5,car,urban,1
49,32126,84720,603,9,1,personal,urban,0
55,109131,294258,766,26,3,personal,urban,1
60,84926,147954,538,5,5,personal,urban,1
34,60633,380286,816,14,4,business,semi_urban,1
55,97654,153345,475,30,5,personal,rural,0
40,23317,373350,709,21,6,car,urban,1
33,64980,50647,663,5,5,personal,semi_urban,0
58,64115,480881,322,32,7,car,urban,0
28,81646,200964,617,28,0,home,semi_urban,1
63,63158,47679,824,20,4,car,semi_urban,0
40,75963,267571,575,29,5,home,rural,0
53,67631,233024,528,20,5,home,urban,0
46,69316,396813,407,21,5,home,urban,0
59,125364,71267,475,19,1,home,semi_urban,1
41,79342,5799,619,21,7,personal,urban,0
62,35504,322803,585,10,3,business,urban,0
63,88593,492625,628,30,0,education,urban,0
61,46660,12025,655,12,5,personal,semi_urban,0
29,57196,19481,313,17,3,home,urban,0
44,85938,292555,574,21,7,business,rural,0
57,28605,232966,370,16,0,car,semi_urban,0
61,77388,110928,494,24,0,home,urban,1
37,101297,128014,822,31,6,home,semi_urban,1
44,75501,413177,405,14,7,car,urban,1
41,73309,419983,495,12,0,home,semi_urban,0
59,47043,56690,444,25,7,car,semi_urban,1
61,53635,57870,649,10,7,home,semi_urban,0
59,99315,172207,723,12,5,home,rural,0
33,100691,462730,770,32,1,home,urban,0
31,126514,91928,515,0,5,business,rural,1
39,53132,214870,392,26,5,home,rural,0
31,109387,75765,559,31,3,home,urban,0
33,35366,290916,840,14,2,education,urban,1
21,113944,397561,584,30,2,personal,urban,1
60,92107,285943,783,5,6,car,urban,0
64,82580,379195,671,24,7,personal,semi_urban,0
39,135267,134941,369,17,2,car,urban,1
32,142362,28555,678,21,3,home,rural,1
28,77889,359296,578,30,4,car,urban,0
28,99553,394363,601,8,6,education,urban,0
32,59236,417549,554,2,3,car,urban,0
53,24150,402477,563,32,0,education,urban,1
46,131369,386977,723,26,5,home,rural,1
59,39423,336146,512,0,4,personal,semi_urban,0
48,24137,313697,399,8,0,car,urban,0
25,49992,270232,411,4,6,car,rural,0
28,130540,50783,607,14,5,education,rural,0
45,114438,6115,774,8,5,education,rural,1
47,135140,468330,847,27,6,home,rural,0
43,64921,204198,411,12,0,personal,semi_urban,1
50,141225,77908,386,23,3,personal,semi_urban,0
43,99369,74109,482,9,2,home,urban,0
40,86917,270122,464,21,4,business,urban,0
38,93690,376087,389,21,7,education,semi_urban,0
38,54235,14422,754,19,6,car,rural,1
22,98975,179698,537,9,6,home,semi_urban,1
24,39122,94233,833,9,5,car,rural,0
50,43956,323318,357,25,1,home,urban,0
53,83879,494572,841,24,5,car,semi_urban,0
56,78560,42743,701,27,7,car,semi_urban,0
38,141435,206533,818,12,2,personal,semi_urban,1
57,102800,455415,496,14,5,home,semi_urban,1
39,130310,397432,345,5,1,personal,urban,1
48,88685,134000,829,11,6,car,urban,1
60,44660,389922,696,18,3,car,rural,0
40,148029,34430,373,31,5,personal,urban,0
53,126196,33834,715,10,4,education,semi_urban,1
32,106064,29435,634,32,3,car,semi_urban,0
35,134440,92212,595,1,1,car,urban,1
61,21168,60797,383,14,0,car,rural,1
59,65124,441770,314,4,5,education,semi_urban,0
22,55897,59555,433,14,7,car,rural,0
49,35032,90350,777,9,6,personal,urban,0
61,72797,19716,618,16,6,education,semi_urban,1
30,55294,65261,691,33,3,home,rural,1
22,63827,425744,778,23,5,car,rural,0
31,23516,269139,667,9,7,home,rural,0
33,39751,27414,666,29,4,car,semi_urban,0
30,50373,149916,587,2,5,car,urban,1
34,142026,172731,677,2,3,car,urban,1
38,50270,20522,762,4,2,personal,rural,1
29,30386,396776,312,27,3,home,rural,0
59,121859,341178,835,13,1,business,semi_urban,1
48,84817,309466,467,10,3,car,urban,1
23,85184,334782,569,7,6,car,semi_urban,0
40,134316,368478,369,7,4,education,urban,0
26,99693,144596,617,11,3,personal,semi_urban,0
47,57879,35846,675,14,3,car,urban,1
22,125056,340787,388,18,4,personal,rural,1
49,69597,458312,556,27,3,personal,urban,1
58,59132,119930,516,6,6,personal,semi_urban,1
23,23626,482020,749,6,4,home,urban,0
36,105936,445919,843,29,6,personal,semi_urban,1
50,122179,291543,440,17,6,personal,semi_urban,1
60,123801,211232,460,23,6,education,rural,1
22,101515,228734,331,5,1,personal,urban,1
37,97065,224739,451,3,4,business,urban,0
61,75390,128182,559,2,1,car,rural,0
32,36645,53591,578,5,1,home,urban,0
55,111960,156786,584,25,7,car,urban,1
63,74144,303021,841,10,4,home,semi_urban,0
21,33382,89106,447,28,3,home,semi_urban,0
35,24025,83018,366,19,5,education,urban,0
46,63226,366998,578,9,7,car,urban,0
57,99380,457352,742,25,2,education,rural,0
41,142971,169486,698,26,5,personal,semi_urban,0
51,138910,125832,427,13,6,car,urban,0
45,89711,91576,636,11,4,business,urban,1
43,116055,215015,781,22,3,home,semi_urban,1
44,146189,259664,485,20,1,personal,urban,1
58,94710,181540,468,7,0,personal,rural,1
48,23443,497057,559,8,2,car,semi_urban,0
41,41395,215774,806,23,7,home,semi_urban,0
63,30725,208180,820,30,7,car,rural,0
38,53461,496754,770,24,5,personal,urban,0
56,147000,97508,460,16,7,personal,urban,1
55,61115,313979,588,28,3,car,semi_urban,1
29,130084,199405,639,2,6,education,semi_urban,1
58,116887,47464,801,20,2,home,urban,1
50,103732,379598,405,7,6,car,urban,0
64,132145,158995,774,13,0,business,urban,1
54,99790,121062,762,15,0,home,urban,1
52,99557,460071,782,17,7,business,semi_urban,0
23,131672,334589,452,30,0,personal,semi_urban,0
23,91260,377598,448,10,5,business,semi_urban,0
48,48690,389050,487,19,6,home,urban,0
64,21407,103384,430,3,4,home,urban,0
35,93568,203691,751,19,7,home,urban,1
61,78560,182218,815,30,2,personal,urban,1
43,67340,327176,790,19,4,education,urban,0
60,37794,380665,775,10,6,home,urban,0
31,39881,383522,562,0,0,personal,semi_urban,1
52,106292,22140,837,17,3,home,rural,1
56,125698,269814,758,32,0,home,urban,1
53,114952,303663,835,17,4,car,rural,0
44,69703,49512,594,30,0,home,rural,1
59,64354,456027,734,34,6,home,rural,1
54,111288,108565,574,14,0,car,rural,1
48,98462,150763,607,5,4,personal,semi_urban,1
57,139020,372300,675,7,4,personal,semi_urban,1
27,119301,170334,457,21,6,car,urban,1
24,138764,190964,503,0,7,personal,semi_urban,1
57,34390,30595,374,12,7,education,semi_urban,1
21,124403,193279,679,23,3,car,semi_urban,1
21,107475,251661,603,20,4,personal,semi_urban,0
40,47307,169512,361,3,6,education,semi_urban,0
39,116364,275774,407,6,7,education,semi_urban,1
49,114049,429466,486,11,7,education,urban,1
30,138740,492550,528,12,3,education,semi_urban,0
38,139991,265300,347,15,1,car,rural,0
48,44502,244644,567,5,6,personal,rural,0
55,115599,234820,553,13,1,home,rural,1
63,42486,374605,386,30,4,personal,urban,0
51,131813,213590,480,34,7,car,rural,1
47,58258,79191,324,9,0,home,urban,0
31,77716,463007,687,16,2,education,rural,0
58,117228,482334,521,29,0,car,urban,1
25,123920,105591,696,6,4,personal,semi_urban,1
28,101494,68753,810,17,3,car,semi_urban,1
54,120552,65520,739,18,6,education,semi_urban,1
32,102768,271152,474,14,0,car,semi_urban,1
58,30748,442680,610,21,1,home,semi_urban,0
21,82785,374552,573,29,7,car,semi_urban,1
51,96050,267640,334,19,5,education,urban,1
24,42738,366911,516,31,7,education,semi_urban,0
25,94231,290356,707,24,4,education,urban,0
50,93606,287781,818,22,7,business,semi_urban,1
44,113301,312371,568,4,0,education,urban,1
23,61662,480629,774,29,5,business,semi_urban,0
31,138313,386897,624,26,0,home,semi_urban,1
24,116297,125118,655,6,3,home,urban,0
46,102234,219418,389,4,3,car,semi_urban,0
47,35123,277028,341,14,3,home,semi_urban,0
63,120680,121481,664,7,5,car,rural,0
47,45616,73259,501,8,2,car,rural,1
62,122682,54810,665,10,5,education,semi_urban,1
26,31182,134926,587,21,4,personal,semi_urban,1
35,110369,9761,780,33,4,business,urban,0
50,118878,471382,800,34,1,personal,urban,0
62,82013,263414,351,12,1,home,urban,1
57,51331,21375,402,10,4,car,rural,1
57,66098,243117,660,31,0,home,urban,1
62,46128,423434,723,14,4,home,semi_urban,0
57,51556,166637,504,0,6,car,urban,1
55,147398,107654,313,23,2,education,urban,0
43,107505,300119,769,21,1,home,urban,1
26,41876,163145,765,2,1,personal,semi_urban,0
24,28949,205798,603,13,6,personal,semi_urban,0
38,71962,137955,726,1,7,home,semi_urban,1
29,110054,466638,409,31,6,car,semi_urban,0
49,143984,185701,814,32,5,personal,rural,1
33,91206,200242,367,5,6,car,rural,1
37,44099,79489,545,24,7,car,rural,0
52,124871,13381,688,33,1,home,semi_urban,1
42,32716,421454,607,10,4,home,urban,1
24,72611,149867,651,6,1,home,rural,1
25,58885,494180,365,21,6,personal,urban,0
57,73144,67999,759,9,6,home,urban,0
61,85220,317051,646,20,7,home,semi_urban,0
33,27837,407854,624,5,6,home,semi_urban,0
54,69355,337611,332,0,7,personal,urban,0
42,67299,309767,367,33,1,home,semi_urban,0
43,39159,174564,486,13,6,car,semi_urban,0
23,145212,424627,491,26,5,education,semi_urban,1
62,136680,377868,512,8,4,car,semi_urban,1
54,136931,156606,727,5,0,home,semi_urban,1
52,126802,427397,650,30,7,home,urban,1
41,136375,370213,407,16,6,personal,urban,1
64,122413,24996,539,20,1,business,urban,1
41,71012,208161,515,26,1,car,semi_urban,1
64,79305,110682,476,27,6,home,semi_urban,1
31,107096,350753,629,15,1,home,semi_urban,1
59,37106,470882,749,34,6,personal,semi_urban,0
24,78123,165477,746,34,2,education,semi_urban,0
21,131825,368634,836,18,4,personal,urban,1
48,28720,262972,478,20,6,education,urban,0
44,57661,76325,694,32,1,business,rural,0
55,135031,33930,444,22,2,personal,semi_urban,1
33,113898,381570,497,5,0,personal,semi_urban,0
54,113794,22529,383,31,0,car,semi_urban,0
31,107318,58546,384,21,7,car,rural,0
56,126704,275086,756,2,5,car,semi_urban,0
37,41120,274692,775,34,6,car,urban,0
55,39790,382392,552,15,5,education,rural,0
38,78655,416512,371,24,5,home,urban,0
60,79643,187088,522,16,2,education,urban,1
42,113448,102780,575,12,0,car,urban,1
44,67374,267440,545,27,5,education,semi_urban,0
39,62907,72945,640,10,3,home,semi_urban,1
57,70071,64980,770,9,5,car,semi_urban,0
59,140507,323926,753,23,0,home,rural,1
41,54812,170301,306,23,7,personal,urban,0
28,69570,101382,487,32,3,car,semi_urban,1
48,70901,58444,303,16,7,home,semi_urban,0
25,80186,302180,424,34,7,home,rural,0
37,142066,265186,314,5,2,education,urban,0
57,148364,306466,824,15,6,home,rural,0
56,70251,163239,539,27,6,business,urban,0
39,85171,318811,659,31,3,car,rural,0
47,56160,99527,817,25,0,home,semi_urban,1
54,39156,88337,619,10,1,education,rural,1
31,96208,318612,530,24,3,home,urban,1
32,99980,77894,329,30,0,personal,urban,0
41,92320,451300,833,20,5,car,urban,0
31,37929,68138,455,2,7,business,semi_urban,0
59,86606,289732,698,11,1,education,semi_urban,1
48,108442,330045,645,24,2,personal,rural,1
25,120154,415887,494,16,6,home,semi_urban,0
37,82559,88038,467,18,2,car,urban,1
40,74205,488880,676,1,4,personal,urban,0
61,130694,429861,788,16,2,education,urban,1
32,88475,143709,661,29,4,home,rural,0
26,84341,398876,781,9,2,car,rural,1
37,115377,374355,543,34,2,home,rural,0
39,62863,274066,470,32,2,education,semi_urban,0
46,101837,98697,812,0,4,car,urban,1
64,85439,180793,705,17,5,car,urban,1
64,27194,455472,506,3,4,home,semi_urban,0
52,91387,257097,453,26,7,car,rural,0
26,141361,384361,347,24,3,home,urban,1
56,101914,336650,300,27,0,business,urban,1
58,86214,205015,706,21,0,home,semi_urban,0
31,116176,129338,406,24,5,business,semi_urban,1
53,119292,32843,472,16,0,car,urban,1
44,49777,145118,805,11,2,car,rural,1
43,145355,487552,429,15,5,home,urban,0
35,46183,462201,697,15,0,education,rural,1
47,47445,478299,593,16,4,education,urban,0
31,87038,370208,746,30,3,car,urban,0
37,136477,232997,315,14,1,home,urban,0
34,107201,131417,648,12,3,business,urban,1
47,36198,121585,502,26,0,business,semi_urban,1
38,41411,35346,433,20,5,car,semi_urban,1
48,70577,224356,825,1,6,education,semi_urban,1
24,35867,390296,807,7,0,car,semi_urban,0
27,82501,378913,365,6,4,car,urban,0
55,34266,107391,779,9,3,home,urban,0
29,59422,489600,758,3,6,car,rural,0
28,55208,451742,641,34,4,personal,rural,0
37,128538,340287,458,2,7,home,urban,1
37,141544,303931,460,17,7,education,semi_urban,1
53,51213,300727,553,23,4,personal,semi_urban,0
52,27367,148635,826,31,1,home,urban,1
28,144158,182132,848,33,4,home,semi_urban,1
39,99026,265609,454,1,6,personal,semi_urban,1
58,55362,126943,785,1,4,home,urban,1
23,139377,250534,731,9,1,home,urban,1
25,71588,169762,326,22,7,car,rural,1
33,58285,378377,311,14,2,car,urban,0
51,146683,230784,366,11,6,personal,urban,1
36,145085,19925,841,16,2,education,semi_urban,1
52,94755,222859,395,17,6,car,semi_urban,0
42,91846,88184,514,13,5,car,urban,0
49,56307,418324,493,16,1,business,rural,0
42,115167,81515,589,14,5,home,semi_urban,0
63,100280,204330,843,11,5,home,urban,1
23,39867,141427,338,15,7,business,semi_urban,0
30,76523,313213,505,31,4,business,semi_urban,0
62,104161,230407,783,22,5,home,urban,1
41,26378,105854,636,33,0,home,semi_urban,0
36,104685,321615,795,33,6,car,semi_urban,1
32,127669,299849,548,15,7,home,semi_urban,1
22,96958,179981,373,33,3,education,semi_urban,1
61,47926,224678,672,6,0,home,semi_urban,1
44,123215,133501,437,32,0,home,urban,0
55,118707,121361,756,3,4,car,semi_urban,0
50,33180,189811,743,6,3,business,semi_urban,0
50,112837,212892,652,17,5,car,rural,1
55,138070,92273,710,3,3,car,semi_urban,1
39,56931,290385,837,10,5,business,semi_urban,1
28,44014,425630,752,19,2,car,rural,0
46,134775,55818,718,10,1,car,urban,0
60,116472,156967,749,14,4,car,urban,1
27,99872,359451,414,16,5,home,urban,0
50,78502,198481,350,33,5,car,urban,0
27,107736,453540,668,11,3,car,semi_urban,0
23,25470,334064,814,27,4,home,urban,0
21,116395,451771,509,34,6,home,urban,0
56,34953,123642,734,7,5,car,urban,0
45,124580,332597,526,26,2,car,semi_urban,1
57,58507,289833,567,21,0,home,rural,1
21,138961,200428,415,23,5,home,rural,0
35,112969,229083,659,1,3,business,urban,1
57,111493,406468,628,30,6,car,semi_urban,0
33,26523,297988,339,21,7,home,urban,0
60,106923,100687,481,0,2,education,urban,1
28,77190,290509,789,13,4,home,rural,0
25,67761,142098,508,24,5,personal,semi_urban,0
29,51169,365447,572,2,2,personal,urban,1
21,65641,295667,418,4,7,education,semi_urban,0
56,42990,146554,681,0,2,personal,urban,0
55,49661,117105,835,18,6,home,urban,0
22,33419,316032,557,32,2,personal,semi_urban,0
60,34457,118884,782,29,2,home,urban,0
43,87600,111968,808,11,6,car,rural,1
29,123619,317254,391,9,6,business,semi_urban,1
54,96102,226716,460,33,7,car,rural,1
34,53085,398709,448,15,6,business,rural,1
24,117064,454410,416,28,2,home,semi_urban,1
50,70654,87001,757,14,2,car,semi_urban,1
51,26130,44767,344,10,1,home,urban,0
58,125723,34550,533,33,4,education,semi_urban,1
31,22042,149905,674,29,0,home,urban,0
55,90134,139042,846,34,4,home,urban,1
28,62982,103315,496,8,3,home,semi_urban,1
23,118422,100494,324,17,3,personal,semi_urban,1
34,85185,132424,694,18,7,home,rural,0
33,53477,380999,335,3,6,personal,urban,1
52,134161,87681,773,5,4,home,semi_urban,1
54,72709,368633,522,32,2,home,rural,0
39,48716,185249,829,31,1,car,urban,0
58,98137,465558,487,15,0,business,urban,0
36,56018,397690,701,10,5,home,urban,0
22,28061,257411,556,21,5,home,rural,0
60,28609,469416,435,22,2,personal,urban,0
37,55371,197573,743,25,4,car,urban,1
54,130350,33900,717,30,5,personal,semi_urban,1
62,103021,19126,591,28,4,home,rural,0
36,40805,116198,428,4,1,car,rural,1
58,27857,206762,640,24,1,home,semi_urban,0
22,31620,223816,556,33,6,car,rural,0
22,28177,346447,399,11,4,personal,urban,0
46,50111,221651,338,21,6,personal,urban,0
33,140770,446210,562,8,2,car,rural,1
51,108578,334205,449,19,6,business,semi_urban,1
54,104181,497280,629,28,2,home,urban,0
