ticket_id,summary,description,priority,assigned_queue
INC12726,Issue: Mobile app showing blank screen on launch,Mobile app on iOS 17 shows white screen after splash screen. Android version works fine. Crash report shows WebView initialization error.,High,Application Team
INC11071,Issue: Need database user created for new application - please help,Data migration from Oracle to PostgreSQL failing at row 2.3 million due to character encoding mismatch in customer_notes column.,Medium,Database Team
INC11776,Need database user created for new application,Data migration from Oracle to PostgreSQL failing at row 2.3 million due to character encoding mismatch in customer_notes column.,Medium,Database Team
INC14809,Help needed - Compliance audit finding needs remediation - affecting multiple users,SOC2 audit finding: privileged access reviews not completed for Q3. Need to run access certification for all admin accounts.,Low,Security Team
INC11284,Database CPU usage at 98 percent - please help,Audit log table has grown to 500 GB. Need to archive records older than 90 days and implement partition pruning.,Medium,Database Team
INC13051,Jenkins build server out of memory - please help,"Jenkins master server running out of heap memory during parallel builds. Currently allocated 4 GB, recommend increasing to 8 GB.",High,Infrastructure Team
INC14754,URGENT: Service account locked out repeatedly,Service account SVC_APP_BATCH gets locked out every night at 2 AM. Suspect a scheduled task with old credentials somewhere.,High,Security Team
INC11837,Help needed - Data migration script failing midway,After the table partition operation the clustered index on orders table is fragmented at 89 percent. Needs online rebuild.,Low,Database Team
INC14243,Password reset not working for AD account - please help,User unable to reset AD password through self-service portal. Getting error account is locked. Manual unlock by admin also not persisting.,Medium,Security Team
INC11020,Deadlock occurring in order processing table,Order processing module hitting deadlocks during peak hours. Transactions are rolling back and users are getting errors.,Medium,Database Team
INC14134,Issue: Compliance audit finding needs remediation - high priority,SOC2 audit finding: privileged access reviews not completed for Q3. Need to run access certification for all admin accounts.,High,Security Team
INC11327,Request: Data migration script failing midway,After the table partition operation the clustered index on orders table is fragmented at 89 percent. Needs online rebuild.,Medium,Database Team
INC10476,Intermittent network drops on LAN - affecting multiple users,Proxy authentication popup keeps appearing when accessing external websites. Credentials are correct.,High,Network Team
INC14272,Help needed - Need access to production database,Developer needs read access to production CUSTOMER_DB for debugging a data issue. Manager approval attached. Need temporary 24-hour access.,High,Security Team
INC11652,Database replication lag is increasing - please help,Stored procedure sp_calculate_commission is returning negative values for some sales reps. Logic seems incorrect after the last update.,High,Database Team
INC13999,Cloud storage bucket access denied,S3 bucket access denied when application tries to upload reports. IAM role policy looks correct. Suspect bucket policy override.,High,Infrastructure Team
INC14468,Help needed - Password reset not working for AD account - please help,User unable to reset AD password through self-service portal. Getting error account is locked. Manual unlock by admin also not persisting.,Medium,Security Team
INC12611,Help needed - PDF report generation throwing exception,PDF report generation throwing OutOfMemoryError for reports with more than 1000 rows. Need to implement streaming PDF generation.,Medium,Application Team
INC12477,Request: Search functionality returning wrong results,Search functionality returning results from archived records that should be excluded. Elasticsearch index needs filter update.,Medium,Application Team
INC12584,REST API returning 403 for valid tokens - high priority,REST API returning 403 Forbidden for users with valid JWT tokens. Token expiry and claims look correct. Suspect role mapping issue.,Medium,Application Team
INC11374,Issue: Database CPU usage at 98 percent - please help,Audit log table has grown to 500 GB. Need to archive records older than 90 days and implement partition pruning.,Low,Database Team
INC10740,WiFi not working in conference room,Firewall rule is blocking outbound traffic on port 8443 which is needed for the new monitoring tool deployment.,Medium,Network Team
INC13619,SSL certificate expiring in 3 days - high priority,Wildcard SSL certificate for *.company.com expires on Friday. Need to renew and deploy to all 12 web servers and load balancers.,Low,Infrastructure Team
INC12441,Mobile app showing blank screen on launch,Mobile app on iOS 17 shows white screen after splash screen. Android version works fine. Crash report shows WebView initialization error.,Medium,Application Team
INC10868,Help needed - Port blocked for new application deployment,Internet speed test showing 5 Mbps on a 100 Mbps connection. Only affecting wired connections.,High,Network Team
INC11141,Help needed - Need new database schema for project X,Replication lag between primary and secondary MySQL instances has grown to 4 hours. Binary log position shows significant gap.,Medium,Database Team
INC10998,Request: DNS resolution failure - high priority,LAN connectivity drops for 2-3 minutes every hour. Affects all users connected to switch SW-FL3-01.,Medium,Network Team
INC11338,URGENT: Stored procedure returning incorrect results,Application unable to connect to PostgreSQL 14 instance on port 5432. pg_isready shows the server is running. Suspect pg_hba.conf issue.,High,Database Team
